productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extAttack3
213013,Pichu - 28/123 (Prerelease),Pichu 28 123 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/213013_200w.jpg,3,1423,https://cpt.tcgcsv.com/hdK2,2024-04-23T13:47:03.97,1,28/123,Promo,Lightning,30,Basic,"<strong>Poké-BODY — Sweet Sleeping Face</strong>
<br>As long as Pichu is Asleep, prevent all damage done to Pichu by attacks.","[0] Playground
<br>
Each player may search his or her deck for as many Basic Pokémon as he or she likes, put them onto his or her Bench, and shuffle his or deck afterward. (You put your Pokémon on the Bench first.) Pichu is now Asleep.",,,,166.63,312.5,499.99,103.87,,Holofoil,,
213014,Pichu - 28/123 (Prerelease) [Staff],Pichu 28 123 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/213014_200w.jpg,3,1423,https://cpt.tcgcsv.com/jdK2,2024-04-23T13:47:13.52,1,28/123,Promo,Lightning,30,Basic,"<strong>Poké-BODY — Sweet Sleeping Face</strong>
<br>As long as Pichu is Asleep, prevent all damage done to Pichu by attacks.","[0] Playground
<br>
Each player may search his or her deck for as many Basic Pokémon as he or she likes, put them onto his or her Bench, and shuffle his or her deck afterward. (You put your Pokémon on the Bench first.) Pichu is now asleep.",,,,,,,,,,,
213015,Piloswine - 46/100 (Prerelease),Piloswine 46 100 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/213015_200w.jpg,3,1423,https://cpt.tcgcsv.com/kdK2,2024-04-23T15:40:39.55,1,46/100,Promo,Fighting,90,Stage 1,,"[2F] Rouse (20+)
<br>
Does 20 damage plus 10 more damage for each damage counter on Piloswine. Then, remove 4 damage counters from Piloswine.","[3F] Overrun (60)
<br>
Does 20 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G+20,2,11.24,24.35,120.0,13.45,,Normal,L-20,
213016,Piloswine - 46/100 (Prerelease) [Staff],Piloswine 46 100 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/213016_200w.jpg,3,1423,https://cpt.tcgcsv.com/ldK2,2024-04-23T15:40:48.65,1,46/100,Promo,Fighting,90,1,,"[2F] Rouse (20+)
<br>
Does 20 damage plus 10 more damage for each damage counter on Piloswine. Then, remove 4 damage counters from Piloswine.","[3F] Overrun (60)
<br>
Does 20 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G+20,2,140.0,481.75,823.5,42.5,,Normal,L-20,
213021,Snorlax - 33/95 (Prerelease),Snorlax 33 95 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/213021_200w.jpg,3,1423,https://cpt.tcgcsv.com/rdK2,2022-09-09T18:30:51.36,1,33/95,Promo,Colorless,100,Basic,,"[3] Layabout
<br>Remove all damage counters from Snorlax. Snorlax can't use Layabout during your next turn.","[4] Clomp Clomp Clobber (80)
<br>Put 1 Energy card attached to Snorlax in the Lost Zone.",Fx2,4,414.99,457.5,500.0,201.22,,Holofoil,,
213022,Shinx - 98/130 (City Championships),Shinx 98 130 City Championships,https://tcgplayer-cdn.tcgplayer.com/product/213022_200w.jpg,3,1423,https://cpt.tcgcsv.com/sdK2,2024-04-23T18:17:05.287,1,98/130,Promo,Lightning,60,Basic,,"[L] Spark (10)
<br>
Does 10 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,F +10,1,9.75,14.0,96.5,11.28,,Normal,M -20,
213023,Salamence - 19/97 (e-League),Salamence 19 97 e League,https://tcgplayer-cdn.tcgplayer.com/product/213023_200w.jpg,3,1423,https://cpt.tcgcsv.com/tdK2,2022-12-02T21:46:14.417,1,19/97,Promo,Colorless,100,2,"<strong>Poké-BODY — Intimidating Fang</strong>
<br>As long as Salamence is your Active Pokémon, any damage done to your Pokémon by an opponent's attack is reduced by 10 <em>(before applying Weakness and Resistance)</em>.","[1RW] Dragon Flame (40+)
<br>You may discard an Energy card attached to Salamence. If you do, this attack does 40 damage plus 20 more damage.",,,2,74.52,531.63,9999.0,116.66,1012.93,Holofoil,,
213024,Salamence - 19/97 (e-League) [Winner],Salamence 19 97 e League Winner,https://tcgplayer-cdn.tcgplayer.com/product/213024_200w.jpg,3,1423,https://cpt.tcgcsv.com/vdK2,2022-12-02T21:46:42.977,1,19/97,Promo,Colorless,100,2,"<strong>Poké-BODY — Intimidating Fang</strong>
<br>
As long as Salamence is your Active Pokémon, any damage done to your Pokémon by an opponent's attack is reduced by 10 <em>(before applying Weakness and Resistance)</em>.","[1RW] Dragon Flame (40+)
<br>
You may discard an energy card attached to Salamence. If you do, this attack does 40 damage plus 20 more damage.",,,2,199.99,300.0,1901.9,185.71,1799.23,Holofoil,,
213026,Shellos East Sea - 106/132 (Origins Game Fair 2008),Shellos East Sea 106 132 Origins Game Fair 2008,https://tcgplayer-cdn.tcgplayer.com/product/213026_200w.jpg,3,1423,https://cpt.tcgcsv.com/xdK2,2022-09-09T18:05:32.593,1,106/132,Promo,Water,60,Basic,,"[1] Shell Hunting
<br>Search your deck for up to 2 in any combination of Shellos West Sea and Shellos East Sea and put them onto your Bench. Shuffle your deck afterward.",[W] Sprinkle Water (10),L +10,2,17.75,24.76,199.9,21.97,,Normal,,
213027,Shellos East Sea - 106/132 (Origins Game Fair 2008) [Staff],Shellos East Sea 106 132 Origins Game Fair 2008 Staff,https://tcgplayer-cdn.tcgplayer.com/product/213027_200w.jpg,3,1423,https://cpt.tcgcsv.com/zdK2,2022-09-09T18:08:30.71,1,106/132,Promo,Water,60,Basic,,"[1] Shell Hunting
<br>Search your deck for up to 2 in any combination of Shellos West Sea and Shellos East Sea and put them onto your Bench. Shuffle your deck afterward.",[W] Sprinkle Water (10),L +10,2,110.0,128.0,139.99,128.5,,Normal,,
220757,Swalot - 50/101 (Prerelease),Swalot 50 101 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/220757_200w.jpg,3,1423,https://cpt.tcgcsv.com/9kN2,2024-04-23T18:13:34.737,1,50/101,Promo,Grass,80,Stage 1,,"[1] Amnesia (10)
<br>Choose 1 of the Defending Pokémon's attacks. That Pokémon can't use that attack during your opponent's next turn.","[2G] Swallow Up (50+)
<br>Before doing damage, count the remaining HP of the Defending Pokémon and Swalot.  If the Defending Pokémon has fewer remaining HP than Swalot's, this attack does 50 damage plus 30 more damage.",P,2,979.5,979.5,979.5,93.78,,Normal,,
220758,Luxio - 52/130 (Prerelease),Luxio 52 130 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/220758_200w.jpg,3,1423,https://cpt.tcgcsv.com/bkN2,2024-04-23T18:15:16.843,1,52/130,Promo,Lightning,80,Stage 1,,"[1] Fasten Claws (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 30 more damage.","[LL] Thunder Fang (30) 
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F+20,,28.0,29.99,329.4,32.79,,Normal,M-20,
220759,Grumpig - 29/106 (Prerelease),Grumpig 29 106 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/220759_200w.jpg,3,1423,https://cpt.tcgcsv.com/ckN2,2024-04-23T14:07:33.103,1,29/106,Promo,Psychic,80,Stage 1,,"[P] Psyshock (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[3] Teleport Blast (40)
<br>After your attack, you may switch Grumpig with 1 of your Benched Pokémon.",P,2,37.75,42.38,47.0,35.24,,Normal,,
221178,Raichu - 27/99 (Prerelease),Raichu 27 99 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/221178_200w.jpg,3,1423,https://cpt.tcgcsv.com/BtN2,2022-12-02T21:45:18.327,1,27/99,Promo,Lightning,90,Stage 1,,"[L] Boosted Voltage (20)
<br>
If Raichu has a Pokémon Tool attached to it, this attack does 20 damage to each of your opponent's Benched Pokémon that isn't an Evolved Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[2L] Thunder Blast
<br>
(70) Discard a Lightning Energy card attached to Raichu.",F+20,1,79.0,93.25,3395.94,71.33,125.0,Normal,M-20,
221179,Raichu - 27/99 (Prerelease) [Staff],Raichu 27 99 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/221179_200w.jpg,3,1423,https://cpt.tcgcsv.com/CtN2,2022-09-09T18:23:33.827,1,27/99,Promo,Lightning,90,Stage 1,,"[L] Boosted Voltage (20)
<br>
If Raichu has a Pokémon Tool attached to it, this attack does 20 damage to each of your opponent's Benched Pokémon that isn't an Evolved Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>","[2L] Thunder Blast (70)
<br>
Discard a Lightning Energy card attached to Raichu.",F+20,1,1200.0,1200.0,1200.0,,,Normal,M-20,
224547,Tropical Tidal Wave - 027 (2005 World Championships) [Top 32],Tropical Tidal Wave 027 2005 World Championships Top 32,https://tcgplayer-cdn.tcgplayer.com/product/224547_200w.jpg,3,1423,https://cpt.tcgcsv.com/ZQP2,2024-04-23T20:36:54.47,0,027,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards (excluding Supporter cards) you have in play.",,,,,,,,,,,,
224548,Tropical Tidal Wave - 027 (2005 World Championships) [Finalist],Tropical Tidal Wave 027 2005 World Championships Finalist,https://tcgplayer-cdn.tcgplayer.com/product/224548_200w.jpg,3,1423,https://cpt.tcgcsv.com/-QP2,2024-04-23T20:34:22.23,0,027,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards (excluding Supporter cards) you have in play.",,,,,,,,,,,,
224549,Tropical Tidal Wave - 027 (2005 World Championships) [Quarter-Finalist],Tropical Tidal Wave 027 2005 World Championships Quarter Finalist,https://tcgplayer-cdn.tcgplayer.com/product/224549_200w.jpg,3,1423,https://cpt.tcgcsv.com/_QP2,2024-04-23T20:34:49.98,0,027,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards (excluding Supporter cards) you have in play.",,,,,,,,,,,,
224550,Tropical Tidal Wave - 027 (2005 World Championships) [Semi-Finalist],Tropical Tidal Wave 027 2005 World Championships Semi Finalist,https://tcgplayer-cdn.tcgplayer.com/product/224550_200w.jpg,3,1423,https://cpt.tcgcsv.com/0RP2,2024-04-23T20:35:05.237,0,027,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards (excluding Supporter cards) you have in play.",,,,,,,,,,,,
224551,Tropical Tidal Wave - 027 (2005 World Championships) [Staff],Tropical Tidal Wave 027 2005 World Championships Staff,https://tcgplayer-cdn.tcgplayer.com/product/224551_200w.jpg,3,1423,https://cpt.tcgcsv.com/2RP2,2024-04-23T20:35:17.983,0,027,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards (excluding Supporter cards) you have in play.",,,,,,,,,,,,
224552,Tropical Tidal Wave - 027 (2005 World Championships) [Top 16],Tropical Tidal Wave 027 2005 World Championships Top 16,https://tcgplayer-cdn.tcgplayer.com/product/224552_200w.jpg,3,1423,https://cpt.tcgcsv.com/3RP2,2024-04-23T20:35:48.98,0,027,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards (excluding Supporter cards) you have in play.",,,,,,,,,,,,
224553,Tropical Tidal Wave - 036 (2006 World Championships) [Finalist],Tropical Tidal Wave 036 2006 World Championships Finalist,https://tcgplayer-cdn.tcgplayer.com/product/224553_200w.jpg,3,1423,https://cpt.tcgcsv.com/5RP2,2024-04-23T20:40:22.417,0,036,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards (excluding Supporter cards) you have in play.",,,,,,,,,,,,
224554,Tropical Tidal Wave - 036 (2006 World Championships) [Quarter-Finalist],Tropical Tidal Wave 036 2006 World Championships Quarter Finalist,https://tcgplayer-cdn.tcgplayer.com/product/224554_200w.jpg,3,1423,https://cpt.tcgcsv.com/6RP2,2024-04-23T20:41:13.58,0,036,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards (excluding Supporter cards) you have in play.",,,,,,,,,,,,
224555,Tropical Tidal Wave - 036 (2006 World Championships) [Semi-Finalist],Tropical Tidal Wave 036 2006 World Championships Semi Finalist,https://tcgplayer-cdn.tcgplayer.com/product/224555_200w.jpg,3,1423,https://cpt.tcgcsv.com/7RP2,2024-04-23T20:41:59.36,0,036,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards (excluding Supporter cards) you have in play.",,,,,,,,,,,,
224556,Tropical Tidal Wave - 036 (2006 World Championships) [Staff],Tropical Tidal Wave 036 2006 World Championships Staff,https://tcgplayer-cdn.tcgplayer.com/product/224556_200w.jpg,3,1423,https://cpt.tcgcsv.com/8RP2,2024-04-23T20:42:29.81,0,036,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards (excluding Supporter cards) you have in play.",,,,,,,,,,,,
224557,Tropical Tidal Wave - 036 (2006 World Championships) [Top 16],Tropical Tidal Wave 036 2006 World Championships Top 16,https://tcgplayer-cdn.tcgplayer.com/product/224557_200w.jpg,3,1423,https://cpt.tcgcsv.com/9RP2,2024-04-23T20:43:00.267,0,036,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards (excluding Supporter cards) you have in play.",,,,,,,,,,,,
224558,Tropical Tidal Wave - 036 (2006 World Championships) [Top 32],Tropical Tidal Wave 036 2006 World Championships Top 32,https://tcgplayer-cdn.tcgplayer.com/product/224558_200w.jpg,3,1423,https://cpt.tcgcsv.com/bRP2,2024-04-23T20:43:21.7,0,036,Promo,Item,,,"Flip a coin. If heads, discard all Trainer cards your opponent has in play. If tails, discard all Trainer cards (excluding Supporter cards) you have in play.",,,,,,,,,,,,
228153,Chimecho - 024 (e-League) [Winner],Chimecho 024 e League Winner,https://tcgplayer-cdn.tcgplayer.com/product/228153_200w.jpg,3,1423,https://cpt.tcgcsv.com/5hR2,2024-04-23T20:33:23.4,1,024,Promo,Psychic,70,Basic,,"[1] Resonate
<br>Your opponent switches each Defending Pokémon with his or her Benched Pokémon. If your opponent has only 1 Benched Pokémon, you choose the Defending Pokémon to switch.","[2] Healing Sound
<br>Remove 3 damage counters from each of your Active Pokémon. Each Defending Pokémon is now Asleep.",P,1,33.75,45.39,279.5,29.3,,Normal,,
228158,Flygon - 025 (e-League) [Winner],Flygon 025 e League Winner,https://tcgplayer-cdn.tcgplayer.com/product/228158_200w.jpg,3,1423,https://cpt.tcgcsv.com/bhR2,2024-04-23T20:33:51.53,1,025,Promo,Colorless,120,Stage 2,,"[2] Sand Pit (20)
<br>The Defending Pokémon can't retreat until the end of your opponent's next turn.","[2GL] Dragonbreath (80)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, this attack does nothing.",C,2,899.5,900.0,1000.0,103.21,,Normal,LF,
228481,Leafeon - 17/90 (Prerelease) [Staff],Leafeon 17 90 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/228481_200w.jpg,3,1423,https://cpt.tcgcsv.com/FpR2,2022-12-02T21:32:32.047,1,17/90,Promo,Grass,90,Stage 1,,"[1] Miasma Wind (50x)
<br>
Does 50 damage times the number of Special Conditions affecting the Defending Pokémon.","[G] Soothing Scent (30)
<br>
The Defending Pokémon is now Asleep.",Rx2,1,,,,,,,W-20,
228494,Snorlax - 33/95 (Prerelease) [Staff],Snorlax 33 95 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/228494_200w.jpg,3,1423,https://cpt.tcgcsv.com/VpR2,2022-09-09T18:31:22.9,1,33/95,Promo,Colorless,100,Basic,,"[3] Layabout
<br>Remove all damage counters from Snorlax. Snorlax can't use Layabout during your next turn.","[4] Clomp Clomp Clobber (80)
<br>Put 1 Energy card attached to Snorlax in the Lost Zone.",Fx2,4,2350.0,2350.0,2350.0,850.0,,Holofoil,,
228597,Tropius - 52/111 (Prerelease) [Staff],Tropius 52 111 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/228597_200w.jpg,3,1423,https://cpt.tcgcsv.com/ZrR2,2024-04-23T18:15:03.397,1,52/111,Promo,Grass,80,Basic,,"[1] Fly (30)
<br>
Flip a coin. If tails, this attack does nothing. If heads, prevent all effects of an attack, including damage, done to Tropius during your opponent's next turn.","[GG] Blessed Fruit
<br>
Remove all damage counters from 1 of your Benched Grass Pokémon.",R+20,2,400.0,400.0,400.0,47.98,,Normal,F-20,[3G] Solarbeam (60)
232876,Bayleef - 35/115 (Prerelease),Bayleef 35 115 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/232876_200w.jpg,3,1423,https://cpt.tcgcsv.com/x9T2,2024-04-23T14:21:22.947,0,35/115,Promo,Grass,70,Stage 1,,"[1] Soothing Scent (10)
<br>The Defending Pokémon is now Asleep.",[1GG] Razor Leaf (50),R,1,33.75,75.0,329.4,35.49,,Normal,W,
232882,Metang (Delta Species) - 49/113 (Prerelease),Metang Delta Species 49 113 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/232882_200w.jpg,3,1423,https://cpt.tcgcsv.com/G9T2,2024-04-23T18:13:06.653,0,49/113,Promo,Lightning,80,Stage 1,,"[2] Sharp Claws (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage.",[2L] Magnetic Blast (50),R,2,75.0,147.5,220.0,47.46,,Normal,G,
233307,Shinx - 98/130 (City Championships) [Staff],Shinx 98 130 City Championships Staff,https://tcgplayer-cdn.tcgplayer.com/product/233307_200w.jpg,3,1423,https://cpt.tcgcsv.com/9lT2,2024-04-23T18:17:15.527,0,98/130,Promo,Lightning,60,Basic,,"[L] Spark (10)
<br>
Does 10 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,F +10,1,195.0,195.0,195.0,100.0,,Normal,M -20,
236461,Ditto - 61/113 (Origins International Game Expo 2007),Ditto 61 113 Origins International Game Expo 2007,https://tcgplayer-cdn.tcgplayer.com/product/236461_200w.jpg,3,1423,https://cpt.tcgcsv.com/fCV2,2024-04-22T20:33:52.82,1,61/113,Promo,Fire,60,Basic,"<strong>Poké-POWER — Duplicate</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may search your deck for another Ditto and switch it with Ditto. (Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Ditto on top of your deck. Shuffle your deck afterward. You can't usemore than 1 Duplicate Poké-Power each turn.","[1R] Fireworks (30) 
<br>Flip a coin. If tails, discard a Fire Energy card attached to Ditto.",,W,1,549.99,999.99,1198.99,350.0,,Normal,,
239090,Gyarados - 32/97 (Prerelease),Gyarados 32 97 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/239090_200w.jpg,3,1423,https://cpt.tcgcsv.com/QFW2,2022-12-02T21:29:48.24,1,32/97,Promo,Water,100,Stage 1,,"[W] Dragon Crush
<br>Flip a coin. If heads, this attack does 10 damage to each Defending Pokémon. Discard an Energy card from each Defending Pokémon.","[4W] Aqua Sonic (80)
<br>This attack's damage is not affected by Resistance.",L,3,378.0,689.0,999.99,262.5,,Normal,,
242915,Luxio - 52/130 (Prerelease) [Staff],Luxio 52 130 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/242915_200w.jpg,3,1423,https://cpt.tcgcsv.com/kbZ2,2024-04-23T18:15:28.8,1,52/130,Promo,Lightning,80,Stage 1,,"[1] Fasten Claws (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 30 more damage.","[LL] Thunder Fang (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F+20,0,143.0,145.88,424.0,,,Normal,M-20,
245913,Dark Houndoom - 37/109 (Prerelease),Dark Houndoom 37 109 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/245913_200w.jpg,3,1423,https://cpt.tcgcsv.com/hn-2,2024-04-23T14:22:06.233,1,37/109,Promo,Darkness Fire,70,Stage 1,"<strong>Poké-POWER — Fire Breath</strong>
<br>Once during your turn <em>(before your attack)</em>, if Dark Houndoom is your Active Pokemon, you may flip a coin.  If heads, the Defending Pokemon <em>(choose 1 if there are 2)</em> is now Burned. This power can't be used if Dark Houndoom is affected by a Special Condition.","[2R] Fire Payback (40+)
<br>If you have less Benched Pokémon than your opponent, this attack does 40 damage plus 20 more damage.",,W,1,358.73,475.0,499.99,287.82,358.73,Holofoil,,
253400,Bagon - 50/97 (Black Star),Bagon 50 97 Black Star,https://tcgplayer-cdn.tcgplayer.com/product/253400_200w.jpg,3,1423,https://cpt.tcgcsv.com/0n23,2022-09-09T18:41:11.257,1,50/97,Promo,Colorless,50,Basic,,"[1] Risky Kick (10)
<br>Flip a coin. If tails, this attack does nothing.","[RW] Dragon Eye (20)
<br>The Defending Pokémon is now Asleep.",,1,13.0,18.63,150.4,18.83,,Normal,,
277680,Dragonair (Delta Species) - 28/101 (Prerelease),Dragonair Delta Species 28 101 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/277680_200w.jpg,3,1423,https://cpt.tcgcsv.com/D5f3,2024-04-23T13:45:27.59,1,28/101,Promo,Grass,70,Stage 1,,"[1] Wrap
<br>Flip a coin. If heads the Defending Pokémon is now Paralyzed.",[2G] Horn Attack (40),,2,152.07,173.94,224.99,146.32,,Normal,,
281958,Bagon - 50/97 (Scrye Magazine),Bagon 50 97 Scrye Magazine,https://tcgplayer-cdn.tcgplayer.com/product/281958_200w.jpg,3,1423,https://cpt.tcgcsv.com/bPg3,2022-09-09T18:44:40.077,1,50/97,Promo,Colorless,50,Basic,,"[1] Risky Kick (10)
<br>Flip a coin. If tails, this attack does nothing.","[RW] Dragon Eye (20)
<br>The Defending Pokémon is now Asleep.",,1,59.98,99.99,999.9,59.55,,Normal,,
281960,Bagon - 50/97 (InQuest Gamer),Bagon 50 97 InQuest Gamer,https://tcgplayer-cdn.tcgplayer.com/product/281960_200w.jpg,3,1423,https://cpt.tcgcsv.com/dPg3,2022-09-09T18:43:10.417,1,50/97,Promo,Colorless,50,Basic,,"[1] Risky Kick (10)
<br>Flip a coin. If tails, this attack does nothing.","[RW] Dragon Eye (20)
<br>The Defending Pokémon is now Asleep.",,1,26.99,32.49,299.99,28.33,,Normal,,
281964,Bagon - 50/97 (Gen Con 2004 Promo),Bagon 50 97 Gen Con 2004 Promo,https://tcgplayer-cdn.tcgplayer.com/product/281964_200w.jpg,3,1423,https://cpt.tcgcsv.com/jPg3,2023-08-11T13:49:05.947,1,50/97,Promo,Colorless,50,Basic,,"[1] Risky Kick (10)
<br>Flip a coin. If tails, this attack does nothing.","[RW] Dragon Eye (20)
<br>The Defending Pokémon is now Asleep.",,1,,,,,,,,
286614,Exeggutor (Delta Species) - 41/110 (Prerelease),Exeggutor Delta Species 41 110 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/286614_200w.jpg,3,1423,https://cpt.tcgcsv.com/jGj3,2024-06-20T17:01:30.657,1,41/110,Promo,Fighting,80,Stage 1,,"[2] Delta Circle (10+)
<br>
Does 10 damage plus 10 more damage for each Pokémon you have in play that has Delta on its card.","[2F] Split Bomb
<br>
Choose 2 of your opponent's Pokémon. This attack does 30 damage to each of them. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P,1,75.0,100.0,125.0,38.85,,Normal,,
